# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0              	U              	0.0000000e+00	(2.5225794e+00 1.7151207e-01 6.4900000e+00)	1.7320508e-01	(7.1919808e-02 6.5388253e-02 7.7903065e-02)
786            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7153986e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
786            	T              	2.9144831e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
786            	p_rgh          	-3.1627136e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0703637e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
787            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7156044e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
787            	T              	2.9144831e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
787            	p_rgh          	-3.1625070e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0745725e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
788            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7158138e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
788            	T              	2.9144830e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
788            	p_rgh          	-3.1623029e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0788255e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
789            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7160263e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
789            	T              	2.9144830e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
789            	p_rgh          	-3.1621078e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0831100e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
790            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7162416e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
790            	T              	2.9144830e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
790            	p_rgh          	-3.1619089e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0874331e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
791            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7164593e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
791            	T              	2.9144829e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
791            	p_rgh          	-3.1617107e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0917842e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
792            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7166792e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
792            	T              	2.9144829e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
792            	p_rgh          	-3.1615272e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.0961430e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
793            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7169006e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
793            	T              	2.9144828e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
793            	p_rgh          	-3.1613409e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1005208e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
794            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7171234e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
794            	T              	2.9144828e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
794            	p_rgh          	-3.1611602e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1049030e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
795            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7173473e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
795            	T              	2.9144827e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
795            	p_rgh          	-3.1609860e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1092823e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
796            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7175715e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
796            	T              	2.9144827e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
796            	p_rgh          	-3.1608156e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1136550e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
797            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7177960e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
797            	T              	2.9144827e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
797            	p_rgh          	-3.1606504e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1180139e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
798            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7180204e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
798            	T              	2.9144826e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
798            	p_rgh          	-3.1604900e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1223528e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
799            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7182440e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
799            	T              	2.9144826e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
799            	p_rgh          	-3.1603355e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1266638e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
800            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7184667e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
800            	T              	2.9144825e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
800            	p_rgh          	-3.1601872e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1309402e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
801            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7186880e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
801            	T              	2.9144825e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
801            	p_rgh          	-3.1600443e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1351765e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
802            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7189074e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
802            	T              	2.9144824e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
802            	p_rgh          	-3.1599095e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1393693e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
803            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7191247e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
803            	T              	2.9144824e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
803            	p_rgh          	-3.1597811e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1435138e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
804            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7193394e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
804            	T              	2.9144824e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
804            	p_rgh          	-3.1596610e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1475955e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
805            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7195509e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
805            	T              	2.9144823e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
805            	p_rgh          	-3.1595455e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1516144e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
806            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7197591e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
806            	T              	2.9144823e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
806            	p_rgh          	-3.1594410e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1555633e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
807            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7199635e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
807            	T              	2.9144822e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
807            	p_rgh          	-3.1593436e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1594424e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
808            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7201636e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
808            	T              	2.9144822e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
808            	p_rgh          	-3.1592541e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1632454e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
809            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7203591e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
809            	T              	2.9144822e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
809            	p_rgh          	-3.1591725e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1669670e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
810            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7205496e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
810            	T              	2.9144821e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
810            	p_rgh          	-3.1591000e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1706008e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
811            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7207346e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
811            	T              	2.9144821e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
811            	p_rgh          	-3.1590343e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1741439e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
812            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7209139e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
812            	T              	2.9144821e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
812            	p_rgh          	-3.1589792e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1775877e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
813            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7210870e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
813            	T              	2.9144820e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
813            	p_rgh          	-3.1589298e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1809313e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
814            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7212535e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
814            	T              	2.9144820e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
814            	p_rgh          	-3.1588890e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1841666e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
815            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7214131e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
815            	T              	2.9144820e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
815            	p_rgh          	-3.1588566e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1872886e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
816            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7215656e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
816            	T              	2.9144819e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
816            	p_rgh          	-3.1588332e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1902913e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
817            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7217104e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
817            	T              	2.9144819e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
817            	p_rgh          	-3.1588138e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1931744e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
818            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7218473e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
818            	T              	2.9144819e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
818            	p_rgh          	-3.1588039e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1959273e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
819            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7219761e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
819            	T              	2.9144819e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
819            	p_rgh          	-3.1588007e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.1985480e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
820            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7220962e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
820            	T              	2.9144819e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
820            	p_rgh          	-3.1588042e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2010318e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
821            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7222077e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
821            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
821            	p_rgh          	-3.1588165e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2033755e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
822            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7223102e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
822            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
822            	p_rgh          	-3.1588384e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2055727e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
823            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7224033e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
823            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
823            	p_rgh          	-3.1588624e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2076238e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
824            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7224870e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
824            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
824            	p_rgh          	-3.1588907e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2095233e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
825            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7225610e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
825            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
825            	p_rgh          	-3.1589229e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2112698e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
826            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7226251e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
826            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
826            	p_rgh          	-3.1589604e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2128603e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
827            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7226793e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
827            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
827            	p_rgh          	-3.1590028e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2142935e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
828            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227233e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
828            	T              	2.9144818e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
828            	p_rgh          	-3.1590509e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2155669e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
829            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227570e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
829            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
829            	p_rgh          	-3.1591033e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2166802e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
830            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227805e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
830            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
830            	p_rgh          	-3.1591606e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2176333e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
831            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227936e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
831            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
831            	p_rgh          	-3.1592213e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2184280e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
832            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227962e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
832            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
832            	p_rgh          	-3.1592857e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2190637e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
833            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227885e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
833            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
833            	p_rgh          	-3.1593568e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2195384e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
834            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227704e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
834            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
834            	p_rgh          	-3.1594275e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2198599e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
835            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227419e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
835            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
835            	p_rgh          	-3.1595005e+01	(2.7313709e+00 2.5500000e+00 6.5285238e+00)	3.2200254e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
836            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7227031e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
836            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
836            	p_rgh          	-3.1595785e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	3.2200337e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
837            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7226543e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
837            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
837            	p_rgh          	-3.1596595e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	3.2198900e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
838            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7225954e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
838            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
838            	p_rgh          	-3.1597422e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	3.2195977e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
839            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7225266e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
839            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
839            	p_rgh          	-3.1598252e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	3.2191606e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
840            	U              	0.0000000e+00	(4.4939064e-01 9.8563036e-02 1.7500000e+00)	9.7224482e+00	(1.2101069e+00 2.5810885e+00 3.2647566e-02)
840            	T              	2.9144817e+02	(2.7313917e+00 1.2031273e+00 5.3918310e+00)	3.0281009e+02	(3.7944935e-01 1.3424242e+00 2.9529862e+00)
840            	p_rgh          	-3.1599136e+01	(2.7313375e+00 2.5862768e+00 6.5269203e+00)	3.2185768e+01	(2.8005287e+00 2.5500000e+00 6.9681172e+00)
